kod,pkod,naz,dop,pro,typ,mjd,mj,tbal,vyr,zem,ohl,uhr1,lim1,ome1,uhr2,lim2,ome2,uhr3,lim3,ome3,mfc,dnc,uhs,upo,uhp,udoks,udo,skp,dat,kat,rp1,rp2,rp3,rp4,rp5,riziko,typ_pomucky,vek_od,vek_do,kod_sklo
5019207,0000000,clevesorb,"15 x 20 cm, superabsorpční krytí, 10 ks",P,01,3000,cm2,bal,A83,CN,"Smart Medical Solutions, a.s.",1965.60,Z,,0.00,,,0.00,,,1965.60,,01.02.13.16,,,,,,2026-03-01,,,,,,,,,,,
5019226,0000000,cleveflex plus,"10 x 20 cm, silikonové pěnové krytí s okrajem, 10 ks",P,01,2000,cm2,bal,A83,CN,"Smart Medical Solutions, a.s.",3402.60,Z,,0.00,,,0.00,,,3402.60,,01.02.07.04,,,,,,2026-03-01,,,,,,,,,,,
5019227,0000000,cleveflex plus,"10 x 25 cm, silikonové pěnové krytí s okrajem, 10 ks",P,01,2500,cm2,bal,A83,CN,"Smart Medical Solutions, a.s.",4253.25,Z,,0.00,,,0.00,,,4253.25,,01.02.07.04,,,,,,2026-03-01,,,,,,,,,,,
5019234,0000000,clevefoam border,"15 x 15 cm, nepřilnavé krytí z polyuretanové pěny s adhezivním okrajem, 10 ks",P,01,2250,cm2,bal,A83,CN,"Smart Medical Solutions, a.s.",4032.00,Z,,0.00,,,0.00,,,4032.00,,01.02.07.02,,,,,,2026-03-01,,,,,,,,,,,
5019224,0000000,cleveflex plus,"6 x 7 cm, silikonové pěnové krytí s okrajem, 10 ks",P,01,420,cm2,bal,A83,CN,"Smart Medical Solutions, a.s.",714.54,Z,,0.00,,,0.00,,,714.54,,01.02.07.04,,,,,,2026-03-01,,,,,,,,,,,
5019165,0000000,Widex Allure ITE R D 220,"SLUCHADLO NABÍJECÍ ZVUKOVODOVÉ, 10 KANÁLŮ",P,08,1,ks,bal,A33,DK,WS Audiology CZ s.r.o.,9739.52,,FON,0.00,,,0.00,,,17900.00,,08.01.01.02,,,2,60,S,2026-03-01,,,,,,,,,,,
5019145,0000000,Widex Allure BTE R D 220,"SLUCHADLO NABÍJECÍ ZÁVĚSNÉ, 10 KANÁLŮ",P,08,1,ks,ks,A33,DK,WS Audiology CZ s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,17900.00,,08.01.01.04,,,2,60,S,2026-03-01,,,,,,,,,,,
5019140,0000000,Widex Allure ITE R D 110,"SLUCHADLO NABÍJECÍ ZVUKOVODOVÉ,  8 KANÁLŮ",P,08,1,ks,ks,A33,DK,WS Audiology CZ s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,14500.00,,08.01.01.03,,,1,60,S,2026-03-01,,,,,,,,,,,
5019134,0000000,FLEXIMA-SOFTIMA KEY SOFT CONVEX BASE PLATE,"KONVEXNÍ PODLOŽKA, Ø 60 MM, K ÚPRAVĚ 15-35 MM, 5 KS",P,03,5,ks,bal,B88,FR,B. Braun Medical s.r.o.,1024.80,,"GER, PED, ONK, NEF, INT, PRL, CHI, URN, SDP, SLO",0.00,,,0.00,,,1024.80,,03.02.01.02,,,10,1,,2026-03-01,,,,,,,,,,,
5019151,0000000,Widex Allure ITE R D 440,"SLUCHADLO NABÍJECÍ ZVUKOVODOVÉ, 15 KANÁLŮ",P,08,1,ks,ks,A33,DK,WS Audiology CZ s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,37900.00,,08.01.01.04,,,2,60,S,2026-03-01,,,,,,,,,,,
5018633,0000000,AT52327 VOZÍK ELEKTRICKÝ,"EXTER., NOSNOST 136KG, POHÁNĚNÁ ZADNÍ KOLA",P,07,1,ks,bal,B44,PL,Ortgroup Medical  s.r.o.,119000.00,Z,"NEU, ORT, REH",0.00,,,0.00,,,119000.00,,07.01.02.03,R,,1,84,,2025-10-01,,,,,,,,,,,
5017685,0000000,kompresy Solvaline N nesterilní,"20cm x 30cm, kombinovaná savá, 25ks",P,01,15000,cm2,bal,A89,PT,"Lohmann & Rauscher, s.r.o.",679.00,,,0.00,,,0.00,,,679.00,,01.01.02.03,,,,,,2025-10-01,,,,,,,,,,,
5017643,0000000,Quickclean 60mg/3ml,VISKOELASTICKÝ ROZTOK,P,11,1,ks,bal,A41,CN,Solazo s.r.o.,1579.81,,"ORT, REV",0.00,,,0.00,,,3159.61,,11,,50.00,1,6,,2024-11-01,,,,,,,,,,,
5017637,0000000,Oticon JET 1 ,Sluchadlo s procesorem Polaris a vysokou Bluetooth kompatibilitou,P,08,1,ks,ks,B21,DK,"Audit - sluchadla a ORL přístroje, s.r.o.",6817.44,,"FON, ORL",0.00,,,0.00,,,14000.00,,08.01.01.03,,,1,60,S,2024-11-01,,,,,,,,,,,
5017641,0000000,INFUZNÍ SET EASY RELEASE,"KOVOVÁ JEHLA, DÉLKA JEHLY 4,5 MM, DÉLKA HADIČKY 60 CM, 10 KS",P,05,10,set,set,SOO,KR,MTE spol. s r.o.,1556.80,,DIA,0.00,,,0.00,,,1556.80,,05.03.05.06,,,180,12,,2024-11-01,,,,,,,,,,,
5017185,0000000,Pure C&G T 5IX,"Sluchadlo závěsné s externím reproduktorem, 36 kanálů, nabíjecí článek",P,08,1,ks,bal,A33,DK,Sivantos s.r.o.,9739.52,,FON,0.00,,,0.00,,,25500.00,,08.01.01.01,,,1,60,S,2024-07-01,,,,,,,,,,,
5017178,0000000,Pure C&G T 2IX,"Sluchadlo závěsné s externím reproduktorem, 24 kanálů, nabíjecí článek",P,08,1,ks,bal,A33,DK,Sivantos s.r.o.,9739.52,,FON,0.00,,,0.00,,,13400.00,,08.01.01.02,,,2,60,S,2024-07-01,,,,,,,,,,,
5019043,0000000,Nürofoam® Non-adhesive PHMB 10 x 10 cm,"Pěnové krytí, s účinnou látkou PHMB, antimikrobiální, nelepící, 10×10 cm, 10ks",P,01,1000,cm2,bal,988,GB,Alice Bryksová,2430.40,Z,,0.00,,,0.00,,,2430.40,,01.02.07.06,,,,,,2026-02-01,,,,,,,,,,,
5016944,0000000,SILIKONOVÉ SUPER SAVÉ KRYTÍ DURAMAX S,"20X20CM, 10 KS V BALENÍ",P,01,4000,cm2,bal,A76,CN,"PROMEDICA PRAHA GROUP, a.s.",2912.00,Z,,0.00,,,0.00,,,2912.00,,01.02.13.16,,,,,,2024-05-01,,,,,,,,,,,
5017006,0000000,Askina Calgitrol Ag+,"20x30 cm, 5 ks v balení",P,01,3000,cm2,bal,B31,GB,B. Braun Medical s.r.o.,7290.00,Z,,0.00,,,0.00,,,7290.00,,01.02.07.06,,,,,,2024-05-01,,,,,,,,,,,
5017003,0000000,Askina Calgitrol Ag+,"2x45 cm, 5 ks v balení",P,01,450,cm2,bal,B31,GB,B. Braun Medical s.r.o.,1090.00,Z,,0.00,,,0.00,,,1090.00,,01.02.07.06,,,,,,2024-05-01,,,,,,,,,,,
5017002,0000000,ACTISORB PLUS 25 KRYTÍ S AKTIVNÍM UHLÍM A STŘÍBREM,"19,0X10,5CM, 10 KS V BALENÍ",P,01,1995,cm2,bal,945,DE,Aspironix s.r.o.,2221.40,Z,,0.00,,,0.00,,,2221.40,,01.02.02.02,,,,,,2026-03-01,,,,,,,,,,,
5017001,0000000,ACTISORB PLUS 25 KRYTÍ S AKTIVNÍM UHLÍM A STŘÍBREM,"6,5X9,5CM,10KS V BALENÍ",P,01,617.5,cm2,bal,945,DE,Aspironix s.r.o.,719.26,Z,,0.00,,,0.00,,,719.26,,01.02.02.02,,,,,,2024-05-01,,,,,,,,,,,
5017000,0000000,ACTISORB PLUS 25 KRYTÍ S AKTIVNÍM UHLÍM A STŘÍBREM,"10,5X10,5CM,10KS V BALENÍ",P,01,1102,cm2,bal,945,DE,Aspironix s.r.o.,1272.34,Z,,0.00,,,0.00,,,1272.34,,01.02.02.02,,,,,,2026-03-01,,,,,,,,,,,
5016998,0000000,ADAPTIC NEADHERENTNÍ KRYTÍ,"7,6X20,3CM, 24 KS V BALENÍ",P,01,3702,cm2,bal,945,DE,Aspironix s.r.o.,1441.30,Z,,0.00,,,0.00,,,1441.30,,01.02.01.01,,,,,,2024-05-01,,,,,,,,,,,
5016996,0000000,NU-GEL HYDROGEL S ALGINÁTEM,"15G, 10 KS V BALENÍ",P,01,150,g,bal,945,DE,Aspironix s.r.o.,3470.53,Z,,0.00,,,0.00,,,3470.53,,01.02.03.02,,,,,,2026-03-01,,,,,,,,,,,
5016989,0000000,FAGRON MEDISLEEP I.,"Antidekubitní matrace pasivní, střední st.dek., 200x90x14cm, nosnost 140kg, SAFR",P,07,1,ks,bal,B20,CZ,"SVIM CZ, s.r.o.",2922.08,Z,"GER, NEU, ORT, PRL, REH, CHI",0.00,,,0.00,,,4000.00,,07.06.01.02,,,1,36,,2024-05-01,,,,,,,,,,,
5016988,0000000,FAGRON MEDISLEEP II.,"Antidekubitní matrace pasivní, střední st.dek., 200x90x14cm, nosnost 140kg, SAFR",P,07,1,ks,bal,B20,CZ,"SVIM CZ, s.r.o.",2922.08,Z,"GER, NEU, ORT, PRL, REH, CHI",0.00,,,0.00,,,4500.00,,07.06.01.02,,,1,36,,2024-05-01,,,,,,,,,,,
5016987,0000000,FAGRON MEDINAP,"Antidekubitní matrace pasivní, střední st.dek., 200x90x14cm, nosnost 180kg, SAFR",P,07,1,ks,bal,B20,CZ,"SVIM CZ, s.r.o.",2922.08,Z,"GER, NEU, ORT, PRL, REH, CHI",0.00,,,0.00,,,6200.00,,07.06.01.02,,,1,36,,2024-05-01,,,,,,,,,,,
5016986,0000000,FAGRON MEDIGO,"Antidekubitní matrace pasivní, střední st.dek., 200x90x15cm, nosnost 200kg, SAFR",P,07,1,ks,bal,B20,CZ,"SVIM CZ, s.r.o.",2922.08,Z,"GER, NEU, ORT, PRL, REH, CHI",0.00,,,0.00,,,6000.00,,07.06.01.02,,,1,36,,2024-05-01,,,,,,,,,,,
5016985,0000000,FAGRON MEDICARE,"Antidekubitní matrace pasivní, vysoký st.dek., 200x90x14cm, nosnost 180kg, SAFR",P,07,1,ks,bal,B20,CZ,"SVIM CZ, s.r.o.",6600.00,Z,"GER, NEU, ORT, PRL, REH, CHI",0.00,,,0.00,,,6600.00,,07.06.01.03,,,1,36,,2024-05-01,,,,,,,,,,,
5016983,0000000,FAGRON MEDIDREAM,"Antidekubitní matrace, velmi vysoký st.dek., 200x90x14cm, nosnost 180kg, SAFR",P,07,1,ks,bal,B20,CZ,"SVIM CZ, s.r.o.",11500.00,Z,"GER, NEU, INT, ORT, PRL, REH, CHI",0.00,,,0.00,,,11500.00,,07.06.01.04,,,1,36,,2024-05-01,,,,,,,,,,,
5016981,0000000,ABENA SLIP PREMIUM SPECIAL M4,"KALHOTKY ABSORPČNÍ, BOKY 70-110CM, 3600ML, 14KS",P,02,14,ks,bal,ABA,DK,UNTRACO s.r.o.,221.73,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",247.82,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",255.65,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",260.87,,02.01.01.01,,,150,,,2026-01-01,,,,,,,,,,,
5016977,0000000,Ortéza patelární kolenní Genu-Go Silistab 2342,"patelární silikonová výztuha, bez patelárního otvoru, velikost 0-6",P,04,1,ks,ks,THU,FR,Thuasne CR s.r.o.,584.64,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,749.00,,04.04.02.06,,,1,12,,2024-05-01,,,,,,,,,,,
5016976,0000000,Kadermin,krém 50 ml,P,01,50,g,bal,A93,IT,"Ing. Zdenka Ledvinková, PhD.",574.00,Z,,0.00,,,0.00,,,574.00,,01.02.05.03,,,,,,2024-05-01,,,,,,,,,,,
5016973,0000000,MAGICS FLEXIDRY,"VELIKOST 6, KALHOTKY ABSORPČNÍ ZALEPOVACÍ DĚTSKÉ, 23KS",P,02,23,ks,bal,DRY,CZ,Drylock Technologies s.r.o.,226.67,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",253.34,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",261.34,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",266.68,,02.01.01.01,,,150,,,2024-05-01,,,,,,,,,,,
5016970,0000000,ASKINA® SILNET PLUS,"10 x 20 cm, 10 ks",P,01,2000,cm2,bal,A76,CN,B. Braun Medical s.r.o.,4860.80,Z,,0.00,,,0.00,,,4860.80,,01.02.01.03,,,,,,2024-12-01,,,,,,,,,,,
5016968,0000000,ASKINA® SILNET PLUS,"10 x 7,5 cm, 10 ks",P,01,750,cm2,bal,A76,CN,B. Braun Medical s.r.o.,1820.00,Z,,0.00,,,0.00,,,1820.00,,01.02.01.03,,,,,,2024-05-01,,,,,,,,,,,
5016966,0000000,ASKINA® SILNET PLUS,"20 x 30 cm, 5 ks",P,01,3000,cm2,bal,A76,CN,B. Braun Medical s.r.o.,7291.20,Z,,0.00,,,0.00,,,7291.20,,01.02.01.03,,,,,,2024-12-01,,,,,,,,,,,
5016965,0000000,DAILEE PANT,"PLUS XL, KALHOTKY ABSORPČNÍ NATAHOVACÍ, SAVOST 1400ML, 15KS",P,02,15,ks,bal,DRY,CZ,Drylock Technologies s.r.o.,269.20,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",300.87,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",310.37,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",316.71,,02.01.01.01,,,150,,,2024-05-01,,,,,,,,,,,
5016962,0000000,DAILEE PANT,"PLUS S, KALHOTKY ABSORPČNÍ NATAHOVACÍ, SAVOST 1400ML, 15KS",P,02,15,ks,bal,DRY,CZ,Drylock Technologies s.r.o.,253.35,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",283.16,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",292.10,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",298.07,,02.01.01.01,,,150,,,2024-05-01,,,,,,,,,,,
5016960,0000000,DAILEE PANT,"NORMAL L, KALHOTKY ABSORPČNÍ NATAHOVACÍ, SAVOST 1000 ML, 15KS",P,02,15,ks,bal,DRY,CZ,Drylock Technologies s.r.o.,215.35,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",240.69,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",248.29,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",253.36,,02.01.01.01,,,150,,,2024-05-01,,,,,,,,,,,
5016958,0000000,DAILEE FIX PREMIUM,"WITH LEGS, 4XL, KALHOTKY FIXAČNÍ, BOKY 140-180CM, 5KS",P,02,5,ks,bal,DRY,CZ,Drylock Technologies s.r.o.,136.00,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",152.00,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",156.80,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",160.00,,02.01.01.01,,,150,,,2024-05-01,,,,,,,,,,,
5016957,0000000,DAILEE FIX PREMIUM,"WITH LEGS, 3XL, KALHOTKY FIXAČNÍ, BOKY 70-160CM, 5KS",P,02,5,ks,bal,DRY,CZ,Drylock Technologies s.r.o.,123.25,,"GER, GYN, PED, NEF, NEU, PRL, SLO, CHI, URN, SDP",137.75,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",142.10,,"GER, PED, NEF, NEU, GYN, PRL, SLO, CHI, URN, SDP",145.00,,02.01.01.01,,,150,,,2024-05-01,,,,,,,,,,,
5016955,0000000,TITAN,"VOZÍK ELEKTRICKÝ, MECH. NASTAVITELNÝ ÚHEL OPĚRKY ZAD,OSVĚTLENÍ",P,07,1,ks,bal,A73,GR,Eldomed s.r.o.,73042.00,Z,"NEU, INT, ORT, REH",0.00,,,0.00,,,73042.00,,07.01.02.01,R,,1,84,,2024-05-01,,,,,,,,,,,
5016954,0000000,FLEXIMA®-SOFTIMA® ACTIVE O'CONVEX,"CLOSED, MIDI, BÉŽOVÝ, CTF 15-45 MM, 430 ML, 10 KS",P,03,10,ks,bal,BBM,DE,B. Braun Medical s.r.o.,1220.80,,"GER, PED, NEF, INT, ONK, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,1220.80,,03.01.02.02,,,60,1,,2024-12-01,,,,,,,,,,,
5016950,0000000,PODSEDÁK 0810012,ANTIDEKUBITNÍ PODSEDÁK DO VOZÍKU GELOVÝ,P,07,1,ks,bal,A73,GR,Eldomed s.r.o.,2142.56,Z,"GER, NEU, ORT, PRL, REH",0.00,,,0.00,,,3461.00,,07.06.02.02,,,1,36,,2024-05-01,,,,,,,,,,,
5016949,0000000,PODSEDÁK SILOKONE 1,ANTIDEKUBITNÍ PODSEDÁK DO VOZÍKU SILIKONOVÝ,P,07,1,ks,bal,A73,GR,Eldomed s.r.o.,974.40,,"GER, NEU, ORT, PRL, REH",0.00,,,0.00,,,2217.00,,07.06.02.01,,,1,36,,2024-05-01,,,,,,,,,,,
5016942,0000000,SILIKONOVÉ SUPER SAVÉ KRYTÍ DURAMAX S,"10X10CM, 10 KS V BALENÍ",P,01,1000,cm2,bal,A76,CN,"PROMEDICA PRAHA GROUP, a.s.",728.00,Z,,0.00,,,0.00,,,728.00,,01.02.13.16,,,,,,2024-05-01,,,,,,,,,,,
5016941,0000000,BrownGuard 2000 bandáž ramenní typ 01,vel. S-XXL,P,04,1,ks,bal,354,CZ,"ARIES, a.s.",487.20,,"ORP, NEU, ORT, REH, CHI, REV, TVL, TRA",0.00,,,0.00,,,812.70,,04.03.04.04,,,1,12,,2025-04-01,,,,,,,,,,,
5016938,0000000,Hansaton AQ beat ST 1-R,Hansaton AQ beat ST 1-R,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,13817.44,,08.01.01.04,,,2,60,S,2024-05-01,,,,,,,,,,,
5016936,0000000,Hansaton AQ sound ST 1-RT,Hansaton AQ sound ST 1-RT,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,14817.44,,08.01.01.04,,,2,60,S,2024-05-01,,,,,,,,,,,
5016934,0000000,Hansaton AQ sound ST 1-R,Hansaton AQ sound ST 1-R,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,14817.44,,08.01.01.04,,,2,60,S,2024-05-01,,,,,,,,,,,
5016932,0000000,Unitron Stride V1-PR,Sluchadlo BTE,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,10817.44,,08.01.01.04,,,2,60,S,2025-05-01,,,,,,,,,,,
5016930,0000000,Unitron Stride V3-PR,Sluchadlo BTE,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,12817.44,,08.01.01.04,,,2,60,S,2025-05-01,,,,,,,,,,,
5016929,0000000,Unitron Stride V3-PR,Sluchadlo BTE,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,12817.44,,08.01.01.03,,,1,60,S,2025-05-01,,,,,,,,,,,
5016927,0000000,Unitron Moxi V1-312,Sluchadlo RIC,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,10317.44,,08.01.01.03,,,1,60,S,2025-05-01,,,,,,,,,,,
5016926,0000000,Unitron Moxi V3-312,Sluchadlo RIC,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,12317.44,,08.01.01.04,,,2,60,S,2025-05-01,,,,,,,,,,,
5016922,0000000,Unitron Moxi V3-RT,Sluchadlo RIC,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,13317.44,,08.01.01.04,,,2,60,S,2025-05-01,,,,,,,,,,,
5016921,0000000,Unitron Moxi V3-RT,Sluchadlo RIC,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,13317.44,,08.01.01.03,,,1,60,S,2025-05-01,,,,,,,,,,,
5016919,0000000,Unitron Moxi V1-R,Sluchadlo RIC,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,11317.44,,08.01.01.03,,,1,60,S,2025-05-01,,,,,,,,,,,
5016917,0000000,Unitron Moxi V3-R,Sluchadlo RIC,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,13317.44,,08.01.01.03,,,1,60,S,2025-05-01,,,,,,,,,,,
5016916,0000000,"Suprasorb Liquacel Ag, tamponáda s hydrovláknem a stříbrem","2cm x 45cm, 5ks",P,01,450,cm2,bal,B31,GB,"Lohmann & Rauscher, s.r.o.",1184.40,Z,,0.00,,,0.00,,,1184.40,,01.02.06.04,,,,,,2024-05-01,,,,,,,,,,,
5016915,0000000,"Suprasorb Liquacel Ag, krytí s hydrovláknem a stříbrem","15cm x 15cm, 5ks",P,01,1125,cm2,bal,B31,GB,"Lohmann & Rauscher, s.r.o.",2734.21,Z,,0.00,,,0.00,,,2734.21,,01.02.06.02,,,,,,2024-05-01,,,,,,,,,,,
5019215,0000000,clevesil,"15 x 15 cm, pěnový obvaz se silikonovým rozhraním a polyuretanem, 10 ks",P,01,2250,cm2,bal,A83,CN,"Smart Medical Solutions, a.s.",3946.27,Z,,0.00,,,0.00,,,3946.27,,01.02.07.03,,,,,,2026-03-01,,,,,,,,,,,
5019209,0000000,clevesorb,"20 x 30 cm, superabsorpční krytí, 10 ks",P,01,6000,cm2,bal,A83,CN,"Smart Medical Solutions, a.s.",3931.20,Z,,0.00,,,0.00,,,3931.20,,01.02.13.16,,,,,,2026-03-01,,,,,,,,,,,
5019211,0000000,clevefoam border sacrum,"23x23cm, nepřilnavé krytí z polyur. pěny s adhezivním okrajem - kost křížová,5ks",P,01,2645,cm2,bal,A83,CN,"Smart Medical Solutions, a.s.",4739.84,Z,,0.00,,,0.00,,,4739.84,,01.02.07.02,,,,,,2026-03-01,,,,,,,,,,,
5019235,0000000,clevefoam border,"20 x 20 cm, nepřilnavé krytí z polyuretanové pěny s adhezivním okrajem, 10 ks",P,01,4000,cm2,bal,A83,CN,"Smart Medical Solutions, a.s.",7168.00,Z,,0.00,,,0.00,,,7168.00,,01.02.07.02,,,,,,2026-03-01,,,,,,,,,,,
5019203,0000000,MaxioCel® – bioaktivní chitosanové krytí na rány,"10 x 10 cm, 10 ks",P,01,1000,cm2,bal,B87,IN,"Smart Medical Solutions, a.s.",2632.00,Z,,0.00,,,0.00,,,2632.00,,01.02.13.07,,,,,,2026-03-01,,,,,,,,,,,
5019202,0000000,MaxioCel® – bioaktivní chitosanové krytí na rány,"2,5 x 30 cm, 10 ks",P,01,750,cm2,bal,B87,IN,"Smart Medical Solutions, a.s.",1974.00,Z,,0.00,,,0.00,,,1974.00,,01.02.13.07,,,,,,2026-03-01,,,,,,,,,,,
5019233,0000000,clevefoam border,"10 x 10 cm, nepřilnavé krytí z polyuretanové pěny s adhezivním okrajem, 10 ks",P,01,1000,cm2,bal,A83,CN,"Smart Medical Solutions, a.s.",1792.00,Z,,0.00,,,0.00,,,1792.00,,01.02.07.02,,,,,,2026-03-01,,,,,,,,,,,
5019157,0000000,Widex Allure ITE R D 220,"SLUCHADLO NABÍJECÍ ZVUKOVODOVÉ, 10 KANÁLŮ",P,08,1,ks,bal,A33,DK,WS Audiology CZ s.r.o.,9739.52,,FON,0.00,,,0.00,,,17900.00,,08.01.01.01,,,1,60,S,2026-03-01,,,,,,,,,,,
5019160,0000000,Widex Allure BTE R D 110,"SLUCHADLO NABÍJECÍ ZÁVĚSNÉ,  8 KANÁLŮ",P,08,1,ks,bal,A33,DK,WS Audiology CZ s.r.o.,9739.52,,FON,0.00,,,0.00,,,14500.00,,08.01.01.02,,,2,60,S,2026-03-01,,,,,,,,,,,
5019147,0000000,Widex Allure BTE R D 440,"SLUCHADLO NABÍJECÍ ZÁVĚSNÉ, 15 KANÁLŮ",P,08,1,ks,ks,A33,DK,WS Audiology CZ s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,37900.00,,08.01.01.04,,,2,60,S,2026-03-01,,,,,,,,,,,
5019039,0000000,Pudr Esenta Stomahesive,"zásypový, 25 g",P,03,1,ks,bal,BRI,GB,ConvaTec   Česká republika s.r.o.,486.94,,"GER, PED, ONK, NEF, INT, PRL, SDP, SLO, CHI, URN",0.00,,,0.00,,,486.94,,03.09.01.01,,,,,,2026-02-01,,,,,,,,,,,
5019098,0000000,60460 S Levá - Meran XXL,Pooperační bandážová obuv levá šíře R,P,04,1,ks,ks,B81,DE,Florett Varomed CZ s.r.o.,487.20,,"DIA, ORP, POP, ORT, REH, CHI",0.00,,,0.00,,,1085.00,,04.07.01.01,,,1,12,,2026-02-01,,,,,,,,,,,
5017004,0000000,Askina Calgitrol Ag+,"5x5 cm, 10 ks v balení",P,01,250,cm2,bal,B31,GB,B. Braun Medical s.r.o.,600.00,Z,,0.00,,,0.00,,,600.00,,01.02.07.06,,,,,,2024-05-01,,,,,,,,,,,
5016999,0000000,ADAPTIC NEADHERENTNÍ KRYTÍ,"7,6X7,6CM, 50KS V BALENÍ",P,01,2888,cm2,bal,945,DE,Aspironix s.r.o.,1123.85,Z,,0.00,,,0.00,,,1123.85,,01.02.01.01,,,,,,2024-12-01,,,,,,,,,,,
5016923,0000000,Unitron Moxi V1-RT,Sluchadlo RIC,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,11317.44,,08.01.01.03,,,1,60,S,2025-05-01,,,,,,,,,,,
5016918,0000000,Unitron Moxi V3-R,Sluchadlo RIC,P,08,1,ks,ks,903,CH,REJA spol. s r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,13317.44,,08.01.01.04,,,2,60,S,2025-05-01,,,,,,,,,,,
5019218,0000000,clevesil border,"12,5 x 12,5 cm, obvaz z polyur. pěny se silikonovým rozhraním a okrajem, 10 ks",P,01,1562.5,cm2,bal,A83,CN,"Smart Medical Solutions, a.s.",3417.81,Z,,0.00,,,0.00,,,3417.81,,01.02.07.04,,,,,,2026-03-01,,,,,,,,,,,
5019144,0000000,Widex Allure BTE R D 110,"SLUCHADLO NABÍJECÍ ZÁVĚSNÉ,  8 KANÁLŮ",P,08,1,ks,ks,A33,DK,WS Audiology CZ s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,14500.00,,08.01.01.04,,,2,60,S,2026-03-01,,,,,,,,,,,
5019146,0000000,Widex Allure BTE R D 330,"SLUCHADLO NABÍJECÍ ZÁVĚSNÉ, 12 KANÁLŮ",P,08,1,ks,ks,A33,DK,WS Audiology CZ s.r.o.,6817.44,,"FON, ORL",0.00,,,0.00,,,27900.00,,08.01.01.04,,,2,60,S,2026-03-01,,,,,,,,,,,
5019109,0000000,CUTIMED HYDRO LITE,"7,5CMX7,5CM TENKÉ HYDROKOLIDNÍ KRYTÍ STERILNÍ 10KS",P,01,562.5,cm2,bal,A76,CN,Essity Czech Republic s.r.o.,650.18,Z,,0.00,,,0.00,,,650.18,,01.02.05.01,,,,,,2026-02-01,,,,,,,,,,,
