ObdobÌ;Typ hl·öenÌ;ATC7;KÛd S⁄KL;N·zev p¯Ìpravku;DoplnÏk n·zvu;Drûitel registraËnÌho rozhodnutÌ;ZemÏ;Typ pohybu;PoËet balenÌ;PoËet definovan˝ch dennÌch d·vek/balenÌ;Zp˘sob v˝deje;Hrazeno
2020.05;Distributor;R06AD02;207692;PROTHAZIN;25MG TBL FLM 20;TEO;I;D;14956;20;R;Ano
2020.05;Distributor;R06AD03;9844;TORECAN;6,5MG TBL OBD 50;KRK;SLO;D;3730;25;R;Ano
2020.05;Distributor;R06AE07;202087;ANALERGIN;10MG TBL FLM 10;TPP;CZ;D;29120;10;F;Ne
2020.05;Distributor;R06AE07;202088;ANALERGIN;10MG TBL FLM 30;TPP;CZ;D;120830;30;F;Ano
2020.05;Distributor;R06AE07;202090;ANALERGIN;10MG TBL FLM 90;TPP;CZ;D;24690;90;F;Ano
2020.05;Distributor;R06AE07;66030;ZODAC;10MG TBL FLM 30;ZNP;CZ;D;37104;30;R;Ano
2020.05;Distributor;R06AE07;99600;ZODAC;10MG TBL FLM 90;ZNP;CZ;D;51814;90;R;Ano
2020.05;Distributor;R06AE07;155683;ZYRTEC;10MG TBL FLM 20;UCB;CZ;D;20160;20;F;Ne
2020.05;Distributor;R06AE09;232869;ALERGIMED;5MG TBL FLM 30;MFP;CZ;D;4925;30;R;Ano
2020.05;Distributor;R06AE09;232876;ALERGIMED;5MG TBL FLM 90;MFP;CZ;D;3279;90;R;Ano
2020.05;Distributor;R06AE09;124343;CEZERA;5MG TBL FLM 30 I;KRK;SLO;D;13824;30;R;Ano
2020.05;Distributor;R06AE09;124346;CEZERA;5MG TBL FLM 90 I;KRK;SLO;D;10224;90;R;Ano
2020.05;Distributor;R06AE09;232895;LEVOCETIRIZIN DR.MAX;5MG TBL FLM 10;DMP;CZ;D;19827;10;F;Ne
2020.05;Distributor;R06AE09;216530;ZENARO;5MG TBL FLM 28 IV;ZNP;CZ;D;30196;28;R;Ano
2020.05;Distributor;R06AE09;216532;ZENARO;5MG TBL FLM 90 IV;ZNP;CZ;D;13988;90;R;Ano
2020.05;Distributor;R06AX17;66003;KETOTIFEN AL;1MG CPS DUR 50;AYL;D;D;17895;25;R;Ano
2020.05;Distributor;R06AX26;120929;EWOFEX;120MG TBL FLM 30;EWJ;SK;D;90;30;R;Ano
2020.05;Distributor;R06AX26;120937;EWOFEX;180MG TBL FLM 30;EWJ;SK;D;820;45;R;Ano
2020.05;Distributor;R06AX27;28839;AERIUS;0,5MG/ML POR SOL 120ML+Lé;MSD;NL;D;8370;12;R;Ano
2020.05;Distributor;R06AX27;28831;AERIUS;2,5MG POR TBL DIS 30;MSD;NL;D;2720;15;R;Ano
2020.05;Distributor;R06AX27;26331;AERIUS;5MG TBL FLM 100;MSD;NL;D;15850;100;R;Ano
2020.05;Distributor;R06AX27;26329;AERIUS;5MG TBL FLM 30;MSD;NL;D;1340;30;R;Ano
2020.05;Distributor;R06AX27;168834;DASSELTA;5MG TBL FLM 10;KRK;SLO;D;160;10;R;Ano
2020.05;Distributor;R06AX27;168836;DASSELTA;5MG TBL FLM 30;KRK;SLO;D;8320;30;R;Ano
2020.05;Distributor;R06AX27;168837;DASSELTA;5MG TBL FLM 50;KRK;SLO;D;1600;50;R;Ano
2020.05;Distributor;R06AX27;168838;DASSELTA;5MG TBL FLM 90;KRK;SLO;D;3420;90;R;Ano
2020.05;Distributor;R06AX27;207885;DESLORATADIN AUROVITAS;5MG TBL FLM 90;AUJ;CZ;D;120;90;R;Ano
2020.05;Distributor;R06AX27;218434;DESLORATADIN XANTIS;5MG TBL NOB 30;XAS;CY;D;1035;30;R;Ano
2020.05;Distributor;R06AX27;178683;JOVESTO;5MG TBL FLM 50 I;SAN;CZ;D;5388;50;R;Ano
2020.05;Distributor;R07AA02;87226;CUROSURF;80MG/ML ETP ISL SUS 2X1,5ML;CHS;I;D;50;1,5;R;Ne
2020.05;Distributor;R07AX01;25670;INOMAX;400PPM MOL/MOL GAS CRS 1X10L;LND;S;D;4;;R;Ne
2020.05;Distributor;R07AX01;117699;NOXAP;800PPM MOL/MOL GAS CRS 10L;AID;CZ;D;7;;R;Ne
2020.05;Distributor;S01AA12;225173;TOBREX LA;3MG/ML OPH GTT SOL 1X5ML;NAI;CZ;D;5559;;R;Ano
2020.05;OOV;S01AA24;163351;KANAMYCIN-POS;6,2MG/G OPH UNG 2,5G;UAS;CZ;D;60;;R;Ne
2020.05;OOV;S01AA24;163346;KANAMYCIN-POS;6,2MG/ML OPH GTT SOL 5ML;UAS;CZ;D;240;;R;Ne
2020.05;OOV;S01AE01;183668;OFLOXACIN-POS;3MG/ML OPH GTT SOL 1X5ML;UAS;CZ;D;710;;R;Ano
2020.05;Distributor;S01AE05;19372;OFTAQUIX 5 MG/ML O»NÕ KAPKY;5MG/ML OPH GTT SOL 1X5ML;SOY;SF;D;330;;R;Ano
2020.05;Distributor;S01AE07;225176;VIGAMOX;5MG/ML OPH GTT SOL 1X5ML;NAI;CZ;D;4479;;R;Ano
2020.05;Distributor;S01BA01;167756;OZURDEX;700MCG IVI IMP APL 1;ALL;IRL;D;20;;R;Ano
2020.05;OOV;S01BA04;162389;PREDNI-POS;5MG/ML OPH GTT SUS 1X5ML;UAS;CZ;D;780;;R;Ano
2020.05;Distributor;S01BA07;200407;EFFLUMIDEX LIQUIFILM;1MG/ML OPH GTT SUS 1X5ML;ALL;IRL;D;1856;;R;Ano
2020.05;Distributor;S01BA07;225144;FLAREX;1MG/ML OPH GTT SUS 1X5ML;NAI;CZ;D;10529;;R;Ano
2020.05;Distributor;S01BA07;225145;FLUCON;1MG/ML OPH GTT SUS 1X5ML;NAI;CZ;D;9119;;R;Ano
2020.05;Distributor;S01BC03;174005;DICLOABAK;1MG/ML OPH GTT SOL 1X10ML;LTF;F;D;6000;;R;Ano
2020.05;Distributor;S01BC11;168332;YELLOX;0,9MG/ML OPH GTT SOL 1X5ML;BAU;IRL;D;7820;;R;Ano
2020.05;OOV;S01CA01;163303;DEXA-GENTAMICIN;0,3MG/G+5MG/G OPH UNG 2,5G;UAS;CZ;D;355;;R;Ne
2020.05;OOV;S01CA01;180988;GENTADEX;5MG/ML+1MG/ML OPH GTT SOL 1X5ML;UAS;CZ;D;3330;;R;Ne
2020.05;Distributor;S01CA01;225168;MAXITROL;OPH GTT SUS 1X5ML;NAI;CZ;D;88779;;R;Ano
2020.05;Distributor;S01EA05;200400;ALPHAGAN;2MG/ML OPH GTT SOL 5ML;ALL;IRL;D;3500;25;R;Ano
2020.05;Distributor;S01EC03;173414;TRUSOPT;20MG/ML OPH GTT SOL 5ML I;SOY;SF;D;800;16,6666;R;Ano
2020.05;OOV;S01ED01;162304;TIMO-COMOD;5MG/ML OPH GTT SOL 1X10ML;UAS;CZ;D;1440;50;R;Ano
2020.05;OOV;S01ED01;162305;TIMO-COMOD;5MG/ML OPH GTT SOL 2X10ML;UAS;CZ;D;4832;100;R;Ano
2020.05;Distributor;S01ED01;14579;TIMOLOL UNIMED PHARMA;5MG/ML OPH GTT SOL 1X10ML;UPA;SK;D;1391;50;R;Ano
2020.05;Distributor;S01ED02;108717;BETALMIC;5MG/ML OPH GTT SOL 1X10ML;UPA;SK;D;44;50;R;Ano
2020.05;Distributor;S01ED05;50381;CARTEOL LP 2%;20MG/ML OPH GTT PRO 3X3ML;MNN;D;D;2450;90;R;Ano
2020.05;Distributor;S01ED51;500934;AZARGA;10MG/ML+5MG/ML OPH GTT SUS 3X5ML;NEI;IRL;D;4889;75;R;Ano
2020.05;Distributor;S01ED51;200408;COMBIGAN;2MG/ML+5MG/ML OPH GTT SOL 1X5ML;ALL;IRL;D;2508;25;R;Ano
2020.05;Distributor;S01ED51;221713;COSOPT BEZ KONZERVA»NÕCH PÿÕSAD;20MG/ML+5MG/ML OPH GTT SOL 1X10ML;SOY;SF;D;3100;50;R;Ano
2020.05;Distributor;S01ED51;195774;DUALKOPT;20MG/ML+5MG/ML OPH GTT SOL 1X10ML;LTF;F;D;4000;50;R;Ano
2020.05;Distributor;S01ED51;220196;FIXAPOST;50MCG/ML+5MG/ML OPH GTT SOL MDC 30(6X5)X0,2ML;LTF;F;D;3000;30;R;Ano
2020.05;Distributor;S01ED51;54276;FOTIL;20MG/5MG/ML OPH GTT SOL 1X5ML;SOY;SF;D;200;25;R;Ano
2020.05;Distributor;S01ED51;54275;FOTIL FORTE;40MG/5MG/ML OPH GTT SOL 1X5ML;SOY;SF;D;200;25;R;Ano
2020.05;Distributor;S01ED51;26153;GANFORT;0,3MG/ML+5MG/ML OPH GTT SOL 3X3ML;ALL;IRL;D;290;90;R;Ano
2020.05;Distributor;S01EE01;144615;UNILAT;50MCG/ML OPH GTT SOL 1X2,5ML;UPA;SK;D;44;25;R;Ano
2020.05;Distributor;S01EE01;144616;UNILAT;50MCG/ML OPH GTT SOL 3X2,5ML;UPA;SK;D;697;75;R;Ano
2020.05;Distributor;S01EE03;27543;LUMIGAN;0,3MG/ML OPH GTT SOL 3X3ML;ALL;IRL;D;385;90;R;Ano
2020.05;Distributor;S01EE04;196321;BONDULC;40MCG/ML OPH GTT SOL 3X2,5ML;ACK;IS;D;4518;75;R;Ano
2020.05;OOV;S01FA01;163314;ATROPIN-POS;5MG/ML OPH GTT SOL 10ML;UAS;CZ;D;920;;R;Ne
2020.05;Distributor;S01FA06;109821;UNITROPIC;10MG/ML OPH GTT SOL 1X10ML;UPA;SK;D;426;;R;Ne
2020.05;Distributor;S01FA56;230580;MYDRANE;INJ SOL 20X(1X0,6ML+1J);LTF;F;D;53;;R;Ne
2020.05;OOV;S01FB01;162306;NEOSYNEPHRIN-POS 10%;100MG/ML OPH GTT SOL 1X10ML;UAS;CZ;D;360;;R;Ano
2020.05;OOV;S01GA02;163345;VASOPOS N;0,5MG/ML OPH GTT SOL 1X10ML;UAS;CZ;D;180;;F;Ne
2020.05;Distributor;S01GA02;233475;VISINE CLASSIC;0,5MG/ML OPH GTT SOL 15ML I;MCN;IRL;D;35028;;F;Ne
2020.05;OOV;S01GX01;163321;ALLERGOCROM KOMBI (O»NÕ+NOSNÕ);20MG/ML+2,8MG/0,14ML GTT SOL/SPR SOL 10ML+15ML;UAS;CZ;D;900;;R;Ano
2020.05;OOV;S01GX01;163323;ALLERGOCROM O»NÕ KAPKY;20MG/ML OPH GTT SOL 10ML;UAS;CZ;D;1470;;R;Ano
2020.05;OOV;S01GX07;203281;AZELASTIN COMOD;0,5MG/ML OPH GTT SOL 10ML;UAS;CZ;D;60;;F;Ne
2020.05;Distributor;S01GX08;187421;ZADITEN SDU 0,025%;0,1MG OPH GTT SOL MDC 30X0,4ML I;LTF;F;D;3984;;R;Ano
2020.05;Distributor;S01GX09;27557;OPATANOL;1MG/ML OPH GTT SOL 1X5ML;NEI;IRL;D;36162;;R;Ano
2020.05;Distributor;S01GX10;200394;PURIVIST;0,5MG/ML OPH GTT SOL 5ML;ALL;IRL;D;604;;R;Ano
2020.05;Distributor;S01HA02;20053;BENOXI;4MG/ML OPH GTT SOL 1X10ML;UPA;SK;D;730;;R;Ne
2020.05;Distributor;S01LA01;26963;VISUDYNE;15MG INF PLV SOL 1;CHA;D;D;3;;R;Ano
2020.05;Distributor;S01LA04;194569;LUCENTIS;10MG/ML INJ SOL 1X0,165ML;NEI;IRL;D;4100;;R;Ano
2020.05;Distributor;S01XA;241639;JODID DRASELN›/JODID SODN› UNIMED PHARMA;20MG/ML+20MG/ML OPH GTT SOL 10ML;UPA;SK;D;579;;R;Ano
2020.05;Distributor;S01XA;56119;JODID DRASELN›+SODN› 2% UNIM.PH;20MG/ML+20MG/ML OPH GTT SOL 10ML;UPA;SK;D;191;;R;Ano
2020.05;Distributor;S01XA04;56118;JODID DRASELN› UNIMED PHARMA;20MG/ML OPH GTT SOL 1X10ML;UPA;SK;D;1152;;R;Ano
2020.05;Distributor;S01XA20;200396;CELLUFLUID;5MG/ML OPH GTT SOL 30X0,4ML;ALL;IRL;D;40;;F;Ne
2020.05;OOV;S01XA20;162300;SICCAPROTECT;30MG/ML+14MG/ML OPH GTT SOL 1X10ML;UAS;CZ;D;490;;F;Ano
2020.05;OOV;S01XA20;162301;SICCAPROTECT;30MG/ML+14MG/ML OPH GTT SOL 3X10ML;UAS;CZ;D;345;;F;Ano
2020.05;Distributor;S01XA20;84785;VIDISIC;2MG/G OPH GEL 3X10G;MNN;D;D;27750;;F;Ano
2020.05;Distributor;S02CA05;189423;INFALIN DUO;3MG/ML+0,25MG/ML AUR GTT SOL 10ML;LTE;E;D;1740;;R;Ano
2020.05;Distributor;S02DA30;107143;OTIPAX;40MG/G+10MG/G AUR GTT SOL 16G;BGX;F;D;4536;;R;Ano
2020.05;Distributor;S03AA;19047;OFLOXACIN UNIMED PHARMA;3MG/ML AUR/OPH GTT SOL 10ML;UPA;SK;D;721;;R;Ano
2020.05;Distributor;V01AA02;100981;GRAZAX;75000SQ-T POR LYO 100;ALH;DK;D;1400;;R;Ano
2020.05;Distributor;V01AA02;100980;GRAZAX;75000SQ-T POR LYO 30;ALH;DK;D;1100;;R;Ano
2020.05;Distributor;V01AA02;209782;ORALAIR;300IR SLG TBL NOB 30;SLA;F;D;1440;;R;Ano
2020.05;Distributor;V01AA02;209783;ORALAIR;300IR SLG TBL NOB 90;SLA;F;D;180;;R;Ano
2020.05;Distributor;V01AA03;213247;ACARIZAX;12SQ-HDM POR LYO 30;ALH;DK;D;200;;R;Ano
2020.05;Distributor;V01AA03;213248;ACARIZAX;12SQ-HDM POR LYO 90;ALH;DK;D;500;;R;Ano
2020.05;Distributor;V01AA07;10281;ALUTARD SQ HMYZÕ ALERGENY;INJ SUS 2X5ML;ALH;DK;D;300;;R;Ano
2020.05;Distributor;V01AA07;10283;ALUTARD SQ HMYZÕ ALERGENY;INJ SUS 4X5ML;ALH;DK;D;30;;R;Ano
2020.05;Distributor;V01AA20;42046;ALUTARD SQ;INJ SUS 2X5ML;ALH;DK;D;241;;R;Ano
2020.05;Distributor;V01AA20;42047;ALUTARD SQ;INJ SUS 4X5ML;ALH;DK;D;15;;R;Ano
2020.05;Distributor;V01AA20;208558;STALORAL 300;10IR+2X300IR/ML SLG SOL 3X10ML IR;SLA;F;D;4;;R;Ano
2020.05;Distributor;V01AA20;208559;STALORAL 300;300IR/ML SLG SOL 2X10ML;SLA;F;D;1759;;R;Ano
2020.05;Distributor;V03AB15;222652;NYXOID;1,8MG NAS SPR SOL MDC 2X0,1ML;MCL;IRL;D;130;;R;Ne
2020.05;Distributor;V03AB35;500225;BRIDION;100MG/ML INJ SOL 10X2ML;MSD;NL;D;16;;R;Ne
2020.05;Distributor;V03AC01;16470;DESFERAL;500MG INJ PLV SOL 10;NAI;CZ;D;93;;R;Ano
2020.05;Distributor;V03AC02;29317;FERRIPROX;500MG TBL FLM 100 I;CHS;I;D;300;;R;Ano
2020.05;Distributor;V03AE01;137275;CALCIUM RESONIUM;POR/RCT PLV SUS 1;SFK;CZ;D;469;6,6622;R;Ne
2020.05;Distributor;V03AE02;149251;RENVELA;800MG TBL FLM 180;GZF;NL;D;1440;22,5;R;Ano
2020.05;Distributor;V03AE02;215612;SEVELAMER CARBONATE HEATON;800MG TBL FLM 180;HTK;CZ;D;596;22,5;R;Ano
2020.05;Distributor;V03AE05;210173;VELPHORO;500MG TBL MND 90;VFR;F;D;100;30;R;Ano
2020.05;Distributor;V03AF03;132101;CALCIUM FOLINATE SANDOZ;10MG/ML INJ/INF SOL 1X10ML;SAN;CZ;D;4998;1,6667;R;Ano
2020.05;Distributor;V03AN01;125142;CONOXIA;100% GAS CRS 10L/1500L I;LIZ;CZ;D;58;;R;Ne
2020.05;Distributor;V03AN01;125160;CONOXIA;100% GAS CRS 10L/2000L IV;LIZ;CZ;D;503;;R;Ne
2020.05;Distributor;V03AN01;125160;CONOXIA;100% GAS CRS 10L/2000L IV;LIZ;CZ;V;-14;;R;Ne
2020.05;Distributor;V03AN01;125162;CONOXIA;100% GAS CRS 12X50L/120000L VI;LIZ;CZ;D;5;;R;Ne
2020.05;Distributor;V03AN01;105921;CONOXIA;100% GAS CRS 2L/300L I;LIZ;CZ;D;32;;R;Ne
2020.05;Distributor;V03AN01;125158;CONOXIA;100% GAS CRS 2L/400L IV;LIZ;CZ;D;2103;;R;Ne
2020.05;Distributor;V03AN01;125158;CONOXIA;100% GAS CRS 2L/400L IV;LIZ;CZ;V;-34;;R;Ne
2020.05;Distributor;V03AN01;232078;CONOXIA;100% GAS CRS 2L/400L IX;LIZ;CZ;D;116;;R;Ne
2020.05;Distributor;V03AN01;208037;CONOXIA;100% GAS CRS 2L/400L VII;LIZ;CZ;D;88;;R;Ne
2020.05;Distributor;V03AN01;125143;CONOXIA;100% GAS CRS 40L/6000L I;LIZ;CZ;D;48;;R;Ne
2020.05;Distributor;V03AN01;208118;CONOXIA;100% GAS CRS 5L/1000L VII;LIZ;CZ;D;3;;R;Ne
2020.05;Distributor;V03AN01;125151;CONOXIA;100% GAS CRS 50L/10000L I;LIZ;CZ;D;105;;R;Ne
2020.05;Distributor;V03AN01;232017;CONOXIA;100% GAS CRY 180-29350L I;LIZ;CZ;D;32;;R;Ne
2020.05;Distributor;V03AN01;231990;CONOXIA;100% GAS CRY 20,6L I;LIZ;CZ;D;38;;R;Ne
2020.05;Distributor;V03AN01;232010;CONOXIA;100% GAS CRY 41,8L I;LIZ;CZ;D;69;;R;Ne
2020.05;Distributor;V03AN01;231985;CONOXIA;100% GAS CRY 46L I D;LIZ;CZ;D;830;;R;Ne
2020.05;Distributor;V03AN01;231989;CONOXIA;100% GAS CRY 46L I F;LIZ;CZ;D;847;;R;Ne
2020.05;Distributor;V03AN01;128535;KYSLÕK MEDICIN¡LNÕ STLA»EN› AIR PRODUCTS;100% GAS CRS 10L/2144L I;AID;CZ;D;48;;R;Ne
2020.05;Distributor;V03AN01;125499;KYSLÕK MEDICIN¡LNÕ STLA»EN› AIR PRODUCTS;100% GAS CRS 2L/429L I;AID;CZ;D;160;;R;Ne
2020.05;Distributor;V03AN01;128563;KYSLÕK MEDICIN¡LNÕ STLA»EN› AIR PRODUCTS;100% GAS CRS 2L/429L V;AID;CZ;D;168;;R;Ne
2020.05;Distributor;V03AN01;119883;KYSLÕK MEDICIN¡LNÕ ZKAPALNÃN› AIR PRODUCTS;100% GAS LIQ 11160L/12110KG;AID;CZ;D;1;;R;Ne
2020.05;Distributor;V03AN01;119891;KYSLÕK MEDICIN¡LNÕ ZKAPALNÃN› AIR PRODUCTS;100% GAS LIQ 11700L/12690KG;AID;CZ;D;1;;R;Ne
2020.05;Distributor;V03AN01;119884;KYSLÕK MEDICIN¡LNÕ ZKAPALNÃN› AIR PRODUCTS;100% GAS LIQ 20680L/22440KG;AID;CZ;D;1;;R;Ne
2020.05;Distributor;V03AN01;119880;KYSLÕK MEDICIN¡LNÕ ZKAPALNÃN› AIR PRODUCTS;100% GAS LIQ 600L/685KG;AID;CZ;D;5;;R;Ne
2020.05;Distributor;V03AN01;119882;KYSLÕK MEDICIN¡LNÕ ZKAPALNÃN› AIR PRODUCTS;100% GAS LIQ 6060L/6590KG;AID;CZ;D;7;;R;Ne
2020.05;OOV;V03AN01;225979;MEDICIN¡LNÕ KYSLÕK KAPALN› SIAD;99,5% GAS CRY 1X22742L;SIA;CZ;D;1;;R;Ne
2020.05;OOV;V03AN01;119480;MEDICIN¡LNÕ KYSLÕK KAPALN› SIAD;99,5% GAS CRY 1X23527L;SIA;CZ;D;1;;R;Ne
2020.05;OOV;V03AN01;119481;MEDICIN¡LNÕ KYSLÕK KAPALN› SIAD;99,5% GAS CRY 1X23680L;SIA;CZ;D;1;;R;Ne
2020.05;OOV;V03AN01;119484;MEDICIN¡LNÕ KYSLÕK KAPALN› SIAD;99,5% GAS CRY 1X24593L;SIA;CZ;D;1;;R;Ne
2020.05;OOV;V03AN01;187638;MEDICIN¡LNÕ KYSLÕK KAPALN› SIAD;99,5% GAS CRY 1X8138L;SIA;CZ;D;3;;R;Ne
2020.05;OOV;V03AN01;117847;MEDICIN¡LNÕ KYSLÕK PLYNN› SIAD;99,5% GAS CRS 10L/2160L I;SIA;CZ;D;127;;R;Ne
2020.05;OOV;V03AN01;214967;MEDICIN¡LNÕ KYSLÕK PLYNN› SIAD;99,5% GAS CRS 10L/2160L IV;SIA;CZ;D;40;;R;Ne
2020.05;OOV;V03AN01;117844;MEDICIN¡LNÕ KYSLÕK PLYNN› SIAD;99,5% GAS CRS 2L/430L I;SIA;CZ;D;512;;R;Ne
2020.05;OOV;V03AN01;117851;MEDICIN¡LNÕ KYSLÕK PLYNN› SIAD;99,5% GAS CRS 2L/430L II;SIA;CZ;D;445;;R;Ne
2020.05;OOV;V03AN01;117848;MEDICIN¡LNÕ KYSLÕK PLYNN› SIAD;99,5% GAS CRS 20L/4320L I;SIA;CZ;D;5;;R;Ne
2020.05;OOV;V03AN01;117846;MEDICIN¡LNÕ KYSLÕK PLYNN› SIAD;99,5% GAS CRS 5L/1080L I;SIA;CZ;D;7;;R;Ne
2020.05;OOV;V03AN01;117850;MEDICIN¡LNÕ KYSLÕK PLYNN› SIAD;99,5% GAS CRS 50L/10800L I;SIA;CZ;D;96;;R;Ne
2020.05;OOV;V03AN01;117850;MEDICIN¡LNÕ KYSLÕK PLYNN› SIAD;99,5% GAS CRS 50L/10800L I;SIA;CZ;V;-1;;R;Ne
2020.05;Distributor;V03AN02;223583;OXID UHLI»IT› MEDICIN¡LNÕ LINDE;100% GAS LIQ 10L I;LIZ;CZ;D;85;;R;Ne
2020.05;Distributor;V03AN02;223579;OXID UHLI»IT› MEDICIN¡LNÕ LINDE;100% GAS LIQ 2L I;LIZ;CZ;D;7;;R;Ne
2020.05;Distributor;V03AN02;244123;OXID UHLI»IT› MEDICIN¡LNÕ LINDE;100% GAS LIQ 20L I;LIZ;CZ;D;59;;R;Ne
2020.05;Distributor;V03AN02;223586;OXID UHLI»IT› MEDICIN¡LNÕ LINDE;100% GAS LIQ 27L I;LIZ;CZ;D;128;;R;Ne
2020.05;Distributor;V03AN02;223587;OXID UHLI»IT› MEDICIN¡LNÕ LINDE;100% GAS LIQ 40L I;LIZ;CZ;D;55;;R;Ne
2020.05;Distributor;V03AN02;223582;OXID UHLI»IT› MEDICIN¡LNÕ LINDE;100% GAS LIQ 8L I;LIZ;CZ;D;28;;R;Ne
2020.05;Distributor;V03AN05;196605;VZDUCH MEDICIN¡LNÕ SYNTETICK› LINDE;21-22,4% GAS CRS 10L/2000L I;LIZ;CZ;D;12;;R;Ne
2020.05;Distributor;V03AN05;196601;VZDUCH MEDICIN¡LNÕ SYNTETICK› LINDE;21-22,4% GAS CRS 2L/400L I;LIZ;CZ;D;48;;R;Ne
2020.05;Distributor;V03AN05;196602;VZDUCH MEDICIN¡LNÕ SYNTETICK› LINDE;21-22,4% GAS CRS 3L/600L I;LIZ;CZ;D;12;;R;Ne
2020.05;Distributor;V04CL;100316;SOLUPRICK SQ;10HEP/ML DRM SOL 1X2ML/10HEP;ALH;DK;D;1209;;R;Ano
2020.05;Distributor;V04CL;100314;SOLUPRICK SQ;100MCG/ML DRM SOL 1X2ML;ALH;DK;D;33;;R;Ano
2020.05;Distributor;V04CL;100315;SOLUPRICK SQ;300MCG/ML DRM SOL 1X2ML;ALH;DK;D;17;;R;Ano
2020.05;Distributor;V06DD;88115;KETOSTERIL;TBL FLM 100;FRE;D;D;11529;;R;Ano
2020.05;Distributor;V06DD;88116;KETOSTERIL;TBL FLM 300;FRE;D;D;1922;;R;Ano
2020.05;Distributor;V07AB;10561;AQUA PRO INJECTIONE BRAUN;100% PAR LQF 10X1000ML PE;BMM;D;D;193;;R;Ano
2020.05;Distributor;V07AB;10559;AQUA PRO INJECTIONE BRAUN;100% PAR LQF 10X250ML PE;BMM;D;D;216;;R;Ano
2020.05;Distributor;V07AB;10560;AQUA PRO INJECTIONE BRAUN;100% PAR LQF 10X500ML PE;BMM;D;D;280;;R;Ano
2020.05;Distributor;V07AB;187608;AQUA PRO INJECTIONE BRAUN;100% PAR LQF 100X10ML AMP PP;BMM;D;D;39;;R;Ne
2020.05;Distributor;V07AB;187609;AQUA PRO INJECTIONE BRAUN;100% PAR LQF 100X20ML AMP PP;BMM;D;D;2;;R;Ne
2020.05;Distributor;V07AB;56926;AQUA PRO INJECTIONE BRAUN;100% PAR LQF 20X10ML AMP LDPE;BMM;D;D;1980;;R;Ano
2020.05;Distributor;V07AB;10555;AQUA PRO INJECTIONE BRAUN;100% PAR LQF 20X100ML PE;BMM;D;D;414;;R;Ano
2020.05;Distributor;V07AB;199961;AQUA PRO INJECTIONE MEDIEKOS;100% PAR LQF 2000ML PP I;BCS;CZ;D;180;;R;Ne
2020.05;Distributor;V07AB;199958;AQUA PRO INJECTIONE MEDIEKOS;100% PAR LQF 5000ML PVC I;BCS;CZ;D;281;;R;Ne
2020.05;OOV;V07AB;199958;AQUA PRO INJECTIONE MEDIEKOS;100% PAR LQF 5000ML PVC I;BCS;CZ;D;72;;R;Ne
2020.05;Distributor;V07AB;187659;CHLORID SODN› 0,9% BRAUN;9MG/ML INJ SOL 100X10ML II;BMM;D;D;114;;R;Ne
2020.05;Distributor;V07AB;187660;CHLORID SODN› 0,9% BRAUN;9MG/ML INJ SOL 100X20ML II;BMM;D;D;58;;R;Ne
2020.05;Distributor;V07AB;96886;CHLORID SODN› 0,9% BRAUN;9MG/ML INJ SOL 20X10ML I;BMM;D;D;1159;;R;Ano
2020.05;Distributor;V07AB;99814;VODA PRO INJEKCI VIAFLO;100% PAR LQF 20X500ML;BXT;CZ;D;573;;R;Ano
2020.05;Distributor;V07AB;230730;WATER FOR INJECTION FRESENIUS KABI;100% PAR LQF 10X500ML II;FRN;CZ;D;286;;R;Ano
2020.05;Distributor;V07AB;230735;WATER FOR INJECTION FRESENIUS KABI;100% PAR LQF 20X250ML II;FRN;CZ;D;308;;R;Ano
2020.05;Distributor;V07AB;230733;WATER FOR INJECTION FRESENIUS KABI;100% PAR LQF 40X100ML II;FRN;CZ;D;697;;R;Ne
2020.05;Distributor;V07AB;147259;WATER FOR INJECTION KABI;100% PAR LQF 20X10ML;FRN;CZ;D;16102;;R;Ne
2020.05;Distributor;V07AB;147257;WATER FOR INJECTION KABI;100% PAR LQF 20X5ML;FRN;CZ;D;8286;;R;Ne
2020.05;Distributor;V08AB05;224707;ULTRAVIST;370MG/ML INJ SOL 1X200ML;BAY;D;D;2400;;R;Ano
2020.05;Distributor;V08AB05;224716;ULTRAVIST;370MG/ML INJ SOL 8X500ML;BAY;D;D;209;;R;Ano
2020.05;Distributor;V08AB10;107453;IOMERON;300MG/ML INJ SOL 1X20ML;BDK;D;D;3024;;R;Ano
2020.05;Distributor;V08AB10;107455;IOMERON;350MG/ML INJ SOL 1X20ML;BDK;D;D;2016;;R;Ano
2020.05;Distributor;V08AB10;137481;IOMERON;350MG/ML INJ SOL 1X500ML;BDK;D;D;1985;;R;Ano
2020.05;Distributor;V08AB10;22077;IOMERON;400MG/ML INJ SOL 1X200ML;BDK;D;D;9720;;R;Ano
2020.05;Distributor;V08AB10;137480;IOMERON;400MG/ML INJ SOL 1X500ML;BDK;D;D;3949;;R;Ano
2020.05;Distributor;V08AB11;1742;XENETIX 350;350MG/ML INJ SOL 1X100ML I;GUT;F;D;1000;;R;Ano
2020.05;Distributor;V08AB11;1744;XENETIX 350;350MG/ML INJ SOL 1X200ML I;GUT;F;D;2000;;R;Ano
2020.05;Distributor;V08BA01;95607;MICROPAQUE;1G/ML GST SUS 1X2000ML;GUT;F;D;300;;R;Ano
2020.05;Distributor;V08CA02;65978;DOTAREM;279,32MG/ML INJ SOL 1X10ML;GUT;F;D;2000;;R;Ano
