ObdobÌ;Typ hl·öenÌ;ATC7;KÛd S⁄KL;N·zev p¯Ìpravku;DoplnÏk n·zvu;Drûitel registraËnÌho rozhodnutÌ;ZemÏ;Typ pohybu;PoËet balenÌ;PoËet definovan˝ch dennÌch d·vek/balenÌ;Zp˘sob v˝deje;Hrazeno
2020.05;Distributor;L01BA01;92012;METHOTREXAT EBEWE;100MG/ML INF CNC SOL 1X50ML;EBP;A;D;300;;R;Ano
2020.05;Distributor;L01BA04;209129;PEMETREXED ACCORD;100MG INF PLV CSL 1;ACH;E;D;100;;R;Ano
2020.05;Distributor;L01BA04;209130;PEMETREXED ACCORD;500MG INF PLV CSL 1;ACH;E;D;20;;R;Ano
2020.05;Distributor;L01BA04;209462;PEMETREXED FRESENIUS KABI;500MG INF PLV CSL 1;FRE;D;D;474;;R;Ano
2020.05;Distributor;L01BC01;100328;ALEXAN;50MG/ML INF CNC SOL 1X40ML;EBP;A;D;263;;R;Ano
2020.05;Distributor;L01BC02;12667;5-FLUOROURACIL EBEWE;50MG/ML INJ SOL 1X100ML II;EBP;A;D;3000;;R;Ano
2020.05;Distributor;L01BC02;12666;5-FLUOROURACIL EBEWE;50MG/ML INJ SOL 1X20ML I;EBP;A;D;1061;;R;Ano
2020.05;Distributor;L01BC05;242254;GEMCITABINE ACCORD;100MG/ML INF CNC SOL 1X2ML;AHP;PL;D;240;;R;Ano
2020.05;Distributor;L01BC05;242257;GEMCITABINE ACCORD;100MG/ML INF CNC SOL 1X20ML;AHP;PL;D;430;;R;Ano
2020.05;Distributor;L01BC06;194648;CAPECITABINE ACCORD;150MG TBL FLM 60X1 II;ACH;E;D;70;;R;Ano
2020.05;Distributor;L01BC06;194655;CAPECITABINE ACCORD;500MG TBL FLM 120X1 II;ACH;E;D;650;;R;Ano
2020.05;Distributor;L01BC06;205455;CAPECITABINE PHARMAGEN;500MG TBL FLM 120 II;PHG;CZ;D;95;;R;Ano
2020.05;Distributor;L01BC07;500947;VIDAZA;25MG/ML INJ PLV SUS 1X100MG;CEU;NL;D;356;;R;Ano
2020.05;OOV;L01BC59;209323;LONSURF;20MG/8,19MG TBL FLM 20;LQS;F;D;400;;R;Ano
2020.05;Distributor;L01CA04;32851;NAVELBINE;10MG/ML INF CNC SOL 1X1ML;PFB;F;D;30;;R;Ano
2020.05;Distributor;L01CA04;5924;NAVELBINE ORAL;20MG CPS MOL 1;PFB;F;D;1280;;R;Ano
2020.05;Distributor;L01CA04;5925;NAVELBINE ORAL;30MG CPS MOL 1;PFB;F;D;2320;;R;Ano
2020.05;Distributor;L01CA04;51830;NAVIREL;10MG/ML INF CNC SOL 1X5ML;MCW;D;D;98;;R;Ano
2020.05;Distributor;L01CA05;149447;JAVLOR;25MG/ML INF CNC SOL 1X10ML I;PFB;F;D;80;;R;Ano
2020.05;Distributor;L01CA05;149443;JAVLOR;25MG/ML INF CNC SOL 1X2ML I;PFB;F;D;60;;R;Ano
2020.05;Distributor;L01CB01;12671;ETOPOSID EBEWE;20MG/ML INF CNC SOL 1X20ML;EBP;A;D;1297;;R;Ano
2020.05;Distributor;L01CB01;12669;ETOPOSID EBEWE;20MG/ML INF CNC SOL 1X5ML;EBP;A;D;1500;;R;Ano
2020.05;Distributor;L01CD01;29631;ABRAXANE;5MG/ML INF PLV SUS 1X100MG;CEU;NL;D;1000;;R;Ano
2020.05;Distributor;L01CD01;144420;PACLITAXEL EBEWE;6MG/ML INF CNC SOL 1X16,7ML II;EBP;A;D;1300;;R;Ano
2020.05;Distributor;L01CD01;144418;PACLITAXEL EBEWE;6MG/ML INF CNC SOL 1X50ML II;EBP;A;D;2000;;R;Ano
2020.05;Distributor;L01CD01;131861;PACLITAXEL KABI;6MG/ML INF CNC SOL 1X16,7ML;FRN;CZ;D;3901;;R;Ano
2020.05;Distributor;L01CD02;193325;DOCETAXEL ACCORD;20MG/1ML INF CNC SOL 1X1ML;ACH;E;D;100;;R;Ano
2020.05;Distributor;L01CD02;193326;DOCETAXEL ACCORD;80MG/4ML INF CNC SOL 1X4ML;ACH;E;D;340;;R;Ano
2020.05;OOV;L01CX01;29223;YONDELIS;1MG INF PLV CSL 1;PNM;E;D;9;;R;Ne
2020.05;Distributor;L01DB01;107682;DOXORUBICIN EBEWE;2MG/ML INF CNC SOL 1X5ML;EBP;A;D;1744;;R;Ano
2020.05;Distributor;L01DB01;158142;DOXORUBICIN MEDAC;2MG/ML INF SOL 1X100ML;MCW;D;D;20;;R;Ano
2020.05;Distributor;L01DB01;204626;DOXORUBICIN PHARMAGEN;2MG/ML INF CNC SOL 1X25ML;PHG;CZ;D;480;;R;Ano
2020.05;Distributor;L01DB01;204622;DOXORUBICIN PHARMAGEN;2MG/ML INF CNC SOL 1X5ML;PHG;CZ;D;126;;R;Ano
2020.05;Distributor;L01DB01;204627;DOXORUBICIN PHARMAGEN;2MG/ML INF CNC SOL 1X50ML;PHG;CZ;D;140;;R;Ano
2020.05;Distributor;L01XA01;189992;CISPLATIN EBEWE;1MG/ML INF CNC SOL 1X100ML;EBP;A;D;6863;;R;Ano
2020.05;Distributor;L01XA02;241272;CARBOPLATIN ACCORD;10MG/ML INF CNC SOL 1X45ML/450MG;AHP;PL;D;240;;R;Ano
2020.05;Distributor;L01XA02;241273;CARBOPLATIN ACCORD;10MG/ML INF CNC SOL 1X60ML/600MG;AHP;PL;D;560;;R;Ano
2020.05;Distributor;L01XA02;235084;CARBOPLATIN KABI;10MG/ML INF CNC SOL 1X45ML+PLAST;FRN;CZ;D;1724;;R;Ano
2020.05;Distributor;L01XA03;239968;OXALIPLATIN ACCORD;5MG/ML INF CNC SOL 1X10ML;AHP;PL;D;1010;;R;Ano
2020.05;Distributor;L01XA03;239969;OXALIPLATIN ACCORD;5MG/ML INF CNC SOL 1X20ML;AHP;PL;D;1720;;R;Ano
2020.05;Distributor;L01XA03;239970;OXALIPLATIN ACCORD;5MG/ML INF CNC SOL 1X40ML;AHP;PL;D;250;;R;Ano
2020.05;Distributor;L01XA03;104238;OXALIPLATIN TEVA;5MG/ML INF CNC SOL 1X20ML;TPP;CZ;D;1256;;R;Ano
2020.05;Distributor;L01XC02;194866;MABTHERA;1400MG INJ SOL 1X11,7ML;RRH;D;D;1473;;R;Ano
2020.05;Distributor;L01XC02;222349;RIXATHON;500MG INF CNC SOL 1X50ML;SZK;A;D;4092;;R;Ano
2020.05;Distributor;L01XC02;222633;TRUXIMA;100MG INF CNC SOL 2X10ML;CEA;H;D;160;;R;Ano
2020.05;Distributor;L01XC02;219363;TRUXIMA;500MG INF CNC SOL 1X50ML;CEA;H;D;1346;;R;Ano
2020.05;Distributor;L01XC03;185368;HERCEPTIN;600MG INJ SOL 1X5ML;RRH;D;D;2857;;R;Ano
2020.05;Distributor;L01XC06;28763;ERBITUX;5MG/ML INF SOL 1X100ML;MEU;NL;D;320;;R;Ano
2020.05;Distributor;L01XC07;28397;AVASTIN;25MG/ML INF CNC SOL 1X16ML;RRH;D;D;4410;;R;Ano
2020.05;Distributor;L01XC07;28396;AVASTIN;25MG/ML INF CNC SOL 1X4ML;RRH;D;D;1890;;R;Ano
2020.05;Distributor;L01XC08;29248;VECTIBIX;20MG/ML INF CNC SOL 1X5ML;AEB;NL;D;455;;R;Ano
2020.05;Distributor;L01XC12;193650;ADCETRIS;50MG INF PLV CSL 1;TKD;DK;D;60;;R;Ano
2020.05;Distributor;L01XC13;193870;PERJETA;420MG INF CNC SOL 1X14ML;RRH;D;D;630;;R;Ano
2020.05;Distributor;L01XC17;210773;OPDIVO;10MG/ML INF CNC SOL 1X10ML;BMG;IRL;D;4120;;R;Ano
2020.05;Distributor;L01XC17;223046;OPDIVO;10MG/ML INF CNC SOL 1X24ML;BMG;IRL;D;1216;;R;Ano
2020.05;Distributor;L01XC17;210772;OPDIVO;10MG/ML INF CNC SOL 1X4ML;BMG;IRL;D;1158;;R;Ano
2020.05;Distributor;L01XC18;209484;KEYTRUDA;25MG/ML INF CNC SOL 1X4ML;MSD;NL;D;384;;R;Ano
2020.05;Distributor;L01XC18;210911;KEYTRUDA;50MG INF PLV CSL 1;MSD;NL;D;192;;R;Ano
2020.05;Distributor;L01XC19;187000;BLINCYTO;38,5MCG INF PCS SOL 1+1X10ML;AEB;NL;D;20;;R;Ano
2020.05;Distributor;L01XC24;209330;DARZALEX;20MG/ML INF CNC SOL 1X20ML;JAI;B;D;640;;R;Ano
2020.05;Distributor;L01XC24;209329;DARZALEX;20MG/ML INF CNC SOL 1X5ML;JAI;B;D;440;;R;Ano
2020.05;Distributor;L01XC26;222289;BESPONSA;1MG INF PLV CSL 1;PFJ;B;D;21;;R;Ano
2020.05;Distributor;L01XC31;222464;BAVENCIO;20MG/ML INF CNC SOL 1X10ML;MEU;NL;D;72;;R;Ano
2020.05;Distributor;L01XC32;222461;TECENTRIQ;1200MG INF CNC SOL 1X20ML;RRH;D;D;105;;R;Ano
2020.05;Distributor;L01XC32;238583;TECENTRIQ;840MG INF CNC SOL 1X14ML;RRH;D;D;54;;R;Ne
2020.05;OOV;L01XE01;188148;IMATINIB GLENMARK;400MG TBL FLM 30;GMP;CZ;D;744;;R;Ano
2020.05;Distributor;L01XE01;212647;IMATINIB SANDOZ;100MG TBL FLM 60 I;SAN;CZ;D;1032;;R;Ano
2020.05;Distributor;L01XE03;240065;ERLOTINIB VIPHARM;100MG TBL FLM 30;VOW;PL;D;20;;R;Ano
2020.05;Distributor;L01XE03;240067;ERLOTINIB VIPHARM;150MG TBL FLM 30;VOW;PL;D;20;;R;Ano
2020.05;Distributor;L01XE04;27191;SUTENT;25MG CPS DUR 30;PFJ;B;D;877;;R;Ano
2020.05;Distributor;L01XE05;27193;NEXAVAR;200MG TBL FLM 112(4X28);BAY;D;D;360;;R;Ano
2020.05;Distributor;L01XE06;27921;SPRYCEL;20MG TBL FLM 60;BMG;IRL;D;850;;R;Ano
2020.05;Distributor;L01XE06;27928;SPRYCEL;70MG TBL FLM 60;BMG;IRL;D;148;;R;Ano
2020.05;Distributor;L01XE11;167728;VOTRIENT;400MG TBL FLM 60;NEI;IRL;D;147;;R;Ano
2020.05;Distributor;L01XE12;168991;CAPRELSA;100MG TBL FLM 30;GZF;NL;D;21;;R;Ne
2020.05;Distributor;L01XE13;194520;GIOTRIF;20MG TBL FLM 28X1;BOE;D;D;13824;;R;Ano
2020.05;Distributor;L01XE17;193520;INLYTA;5MG TBL FLM 56;PFJ;B;D;80;;R;Ano
2020.05;Distributor;L01XE18;194117;JAKAVI;5MG TBL NOB 56;NEI;IRL;D;503;;R;Ne
2020.05;Distributor;L01XE21;194334;STIVARGA;40MG TBL FLM 84(3X28);BAY;D;D;400;;R;Ano
2020.05;Distributor;L01XE25;210077;MEKINIST;2MG TBL FLM 30;NEI;IRL;D;179;;R;Ano
2020.05;Distributor;L01XE26;219026;CABOMETYX;20MG TBL FLM 30;IEB;F;D;50;;R;Ano
2020.05;Distributor;L01XE26;219028;CABOMETYX;40MG TBL FLM 30;IEB;F;D;50;;R;Ano
2020.05;Distributor;L01XE27;210187;IMBRUVICA;140MG CPS DUR 90;JAI;B;D;360;;R;Ano
2020.05;Distributor;L01XE29;210494;LENVIMA;10MG CPS DUR 30;EIS;D;D;32;;R;Ano
2020.05;Distributor;L01XE29;210493;LENVIMA;4MG CPS DUR 30;EIS;D;D;15;;R;Ano
2020.05;Distributor;L01XE33;219105;IBRANCE;75MG CPS DUR 21;PFJ;B;D;72;;R;Ne
2020.05;Distributor;L01XE35;209153;TAGRISSO;80MG TBL FLM 30X1;AZC;S;D;50;;R;Ano
2020.05;Distributor;L01XE36;219362;ALECENSA;150MG CPS DUR 224(4X56);RRH;D;D;236;;R;Ano
2020.05;Distributor;L01XE50;238306;VERZENIOS;100MG TBL FLM 28;LIY;NL;D;95;;R;Ne
2020.05;Distributor;L01XE50;238308;VERZENIOS;150MG TBL FLM 28;LIY;NL;D;95;;R;Ne
2020.05;Distributor;L01XX;223074;KYMRIAH;1,2X10^6-6X10^8BUNÃK INF DIS 1-3VAK(10-50ML);NEI;IRL;D;2;;R;Ne
2020.05;Distributor;L01XX19;242264;IRINOTECAN ACCORDPHARMA;20MG/ML INF CNC SOL 1X25ML;AHP;PL;D;60;;R;Ano
2020.05;Distributor;L01XX19;197099;IRINOTECAN PHARMAGEN;20MG/ML INF CNC SOL 1X5ML;PHG;CZ;D;70;;R;Ano
2020.05;Distributor;L01XX25;27700;TARGRETIN;75MG CPS MOL 100;EIS;D;D;10;;R;Ano
2020.05;Distributor;L01XX32;210912;BORTEZOMIB ACCORD;3,5MG INJ PLV SOL 1;ACH;E;D;70;;R;Ano
2020.05;OOV;L01XX32;206664;BORTEZOMIB GLENMARK;3,5MG INJ PLV SOL 1;GMP;CZ;D;994;;R;Ano
2020.05;Distributor;L01XX41;168084;HALAVEN;0,44MG/ML INJ SOL 1X2ML;EIS;D;D;120;;R;Ano
2020.05;Distributor;L01XX44;193834;ZALTRAP;25MG/ML INF CNC SOL 1X4ML;SGX;F;D;212;;R;Ano
2020.05;Distributor;L01XX46;222937;LYNPARZA;150MG TBL FLM 56;AZC;S;D;80;;R;Ne
2020.05;Distributor;L01XX46;210256;LYNPARZA;50MG CPS DUR 448(4X112);AZC;S;D;128;;R;Ano
2020.05;Distributor;L01XX47;210143;ZYDELIG;100MG TBL FLM 60;GII;IRL;D;10;;R;Ano
2020.05;Distributor;L01XX50;219152;NINLARO;3MG CPS DUR 3(3X1);TKD;DK;D;24;;R;Ano
2020.05;Distributor;L01XX50;219153;NINLARO;4MG CPS DUR 3(3X1);TKD;DK;D;24;;R;Ano
2020.05;OOV;L01XX52;219161;VENCLYXTO;10MG TBL FLM 14;BWL;D;D;14;;R;Ano
2020.05;OOV;L01XX52;219166;VENCLYXTO;100MG TBL FLM 112(4X28);BWL;D;D;37;;R;Ano
2020.05;OOV;L01XX52;219165;VENCLYXTO;100MG TBL FLM 14;BWL;D;D;12;;R;Ano
2020.05;OOV;L01XX52;219164;VENCLYXTO;100MG TBL FLM 7;BWL;D;D;12;;R;Ano
2020.05;OOV;L01XX52;219163;VENCLYXTO;50MG TBL FLM 7;BWL;D;D;13;;R;Ano
2020.05;Distributor;L02AE02;125284;ELIGARD;45MG INJ PSO LQF 1+1;AES;CZ;D;1392;413,4328;R;Ano
2020.05;Distributor;L02AE03;231858;ZOLADEX DEPOT;10,8MG IMP ISP 1;AZC;S;D;605;83,7209;R;Ano
2020.05;Distributor;L02AE03;231859;ZOLADEX DEPOT;3,6MG IMP ISP 1;AZC;S;D;2040;27,2868;R;Ano
2020.05;Distributor;L02BA03;28059;FASLODEX;250MG INJ SOL 1X5ML+1J;AZC;S;D;3165;30,12;R;Ano
2020.05;OOV;L02BG03;187544;ALOZEX;1MG TBL FLM 30;GMP;CZ;D;2999;30;R;Ano
2020.05;OOV;L02BG03;187545;ALOZEX;1MG TBL FLM 50;GMP;CZ;D;1999;50;R;Ano
2020.05;Distributor;L02BG03;191689;ANAPREX;1MG TBL FLM 28;PHG;CZ;D;1580;28;R;Ano
2020.05;Distributor;L02BG03;231850;ARIMIDEX;1MG TBL FLM 28;AZC;S;D;4320;28;R;Ano
2020.05;Distributor;L02BG04;191696;ALETRO;2,5MG TBL FLM 30;PHG;CZ;D;1286;30;R;Ano
2020.05;Distributor;L02BG04;16469;FEMARA;2,5MG TBL FLM 30(3X10);NAI;CZ;D;18262;30;R;Ano
2020.05;Distributor;L02BG04;234506;LETMYLAN;2,5MG TBL FLM 100;MII;IRL;D;4010;100;R;Ano
2020.05;Distributor;L02BG04;199473;LETROZOL TEVA PHARMA;2,5MG TBL FLM 30;TVH;NL;D;3570;30;R;Ano
2020.05;OOV;L02BG04;138854;TROZEL;2,5MG TBL FLM 30;GMP;CZ;D;11759;30;R;Ano
2020.05;Distributor;L02BG06;242240;EXEMESTANE ACCORD;25MG TBL FLM 30;AHP;PL;D;150;30;R;Ano
2020.05;Distributor;L02BX02;500646;FIRMAGON;80MG INJ PSO LQF 1+1X4,2ML ISP+ADAPT+J;FEC;DK;D;548;29,6296;R;Ano
2020.05;Distributor;L02BX03;219085;ZYTIGA;500MG TBL FLM 60(5X12);JAI;B;D;122;30;R;Ano
2020.05;Distributor;L03AA02;186923;ACCOFIL;48MU/0,5ML INJ/INF SOL 5X0,5ML II;ACH;E;D;256;6,8571;R;Ano
2020.05;Distributor;L03AA02;149996;TEVAGRASTIM;48MIU/0,8ML INJ/INF SOL 5X0,8ML II;TEV;D;D;558;6,8571;R;Ano
2020.05;Distributor;L03AA13;149770;NEULASTA;6MG INJ SOL 1X0,6ML II;AEB;NL;D;50;20;R;Ano
2020.05;Distributor;L03AA13;238203;PELGRAZ;6MG INJ SOL 1X0,6ML;ACH;E;D;250;20;R;Ano
2020.05;Distributor;L03AB05;25773;INTRONA;25MIU/2,5ML INJ/INF SOL 1X2,5ML;MSD;NL;D;46;12,5;R;Ano
2020.05;Distributor;L03AB07;185115;AVONEX;30MCG/0,5ML INJ SOL PEP 4X0,5ML+4J;BIN;NL;D;1080;27,9069;R;Ano
2020.05;Distributor;L03AB07;26252;AVONEX;30MCG/0,5ML INJ SOL 4X0,5ML+4J;BIN;NL;D;340;27,9069;R;Ano
2020.05;Distributor;L03AB07;27259;REBIF;22MCG INJ SOL ISP 12X0,5ML;MEU;NL;D;239;61,3953;R;Ano
2020.05;Distributor;L03AB07;27262;REBIF;44MCG INJ SOL ISP 12X0,5ML;MEU;NL;D;1028;122,7907;R;Ano
2020.05;Distributor;L03AB07;500512;REBIF;44MCG/0,5ML INJ SOL ZVL 4X1,5ML;MEU;NL;D;898;122,7907;R;Ano
2020.05;Distributor;L03AB13;210083;PLEGRIDY;125MCG INJ SOL 2X0,5ML;BIN;NL;D;80;28,0899;R;Ano
2020.05;Distributor;L03AB13;210085;PLEGRIDY;125MCG INJ SOL 2X0,5ML;BIN;NL;D;150;28,0899;R;Ano
2020.05;Distributor;L03AB13;210082;PLEGRIDY;63MCG+94MCG INJ SOL 1X63MCG+1X94MCG;BIN;NL;D;5;17,6404;R;Ano
2020.05;Distributor;L03AX;87299;IMUNOR;10MG POR LYO 4;IMU;CZ;D;12477;;R;Ano
2020.05;Distributor;L03AX03;185261;BCG-MEDAC PR¡äEK PRO PÿÕPRAVU SUS. K INSTILACI DO MO». MÃCH›ÿE S ROZP.;2X10^8-3X10^9BCG IVS PLQ SUS 1+50ML;N/A;N/A;D;585;;R;Ne
2020.05;OOV;L03AX11;26202;BEROMUN;1MG INF PLV SOL 4;BEL;L;D;4;0,2857;R;Ne
2020.05;Distributor;L04AA04;150726;THYMOGLOBULINE;5MG/ML INF PLV SOL 1;GZF;NL;D;1300;0,25;R;Ne
2020.05;Distributor;L04AA06;168656;MYCLAUSEN;250MG CPS DUR 100;PSS;D;D;41;12,5;R;Ano
2020.05;Distributor;L04AA06;123265;MYCOPHENOLAT MOFETIL SANDOZ;500MG TBL FLM 50;SAN;CZ;D;2645;12,5;R;Ano
2020.05;Distributor;L04AA06;242295;MYCOPHENOLIC ACID ACCORD;180MG TBL ENT 120;AHP;PL;D;60;15;R;Ano
2020.05;Distributor;L04AA06;205858;MYCOPHENOLIC ACID ACCORD;360MG TBL ENT 120;AHP;PL;D;20;30;R;Ano
2020.05;Distributor;L04AA06;29716;MYFENAX;500MG TBL FLM 50;TEV;NL;D;3880;12,5;R;Ano
2020.05;Distributor;L04AA06;18964;MYFORTIC;180MG TBL ENT 120;NAI;CZ;D;344;14,62;R;Ano
2020.05;Distributor;L04AA13;159095;LEFLUNOMID APOTEX;20MG TBL NOB 100;AUJ;CZ;D;51;100;R;Ano
2020.05;Distributor;L04AA13;167757;LEFLUNOMIDE MEDAC;10MG TBL FLM 30;MCW;D;D;336;15;R;Ano
2020.05;Distributor;L04AA13;167765;LEFLUNOMIDE MEDAC;20MG TBL FLM 100;MCW;D;D;91;100;R;Ano
2020.05;Distributor;L04AA13;167762;LEFLUNOMIDE MEDAC;20MG TBL FLM 30;MCW;D;D;540;30;R;Ano
2020.05;Distributor;L04AA18;17004;CERTICAN;0,25MG TBL NOB 60;NAI;CZ;D;1013;10;R;Ano
2020.05;Distributor;L04AA23;27184;TYSABRI;300MG INF CNC SOL 1X15ML;BIN;NL;D;820;30;R;Ano
2020.05;Distributor;L04AA24;28800;ORENCIA;250MG INF PLV CSL 1+1XSTÿ;BMG;IRL;D;216;9,2593;R;Ano
2020.05;Distributor;L04AA25;28940;SOLIRIS;300MG INF CNC SOL 1X30ML;AEN;F;D;200;4,6875;R;Ne
2020.05;OOV;L04AA25;28940;SOLIRIS;300MG INF CNC SOL 1X30ML;AEN;F;D;203;4,6875;R;Ne
2020.05;Distributor;L04AA27;168462;GILENYA;0,5MG CPS DUR 28;NEI;IRL;D;3659;28;R;Ano
2020.05;Distributor;L04AA33;210049;ENTYVIO;300MG INF PLV CSL 1;TKD;DK;D;360;55,5556;R;Ano
2020.05;Distributor;L04AB01;209127;BENEPALI;50MG INJ SOL 4X0,98ML;SAM;NL;D;250;28,5714;R;Ano
2020.05;Distributor;L04AB01;209128;BENEPALI;50MG INJ SOL 4X0,98ML;SAM;NL;D;1430;28,5714;R;Ano
2020.05;Distributor;L04AB01;149395;ENBREL;50MG INJ SOL 4X1ML;PFJ;B;D;1747;28,5714;R;Ano
2020.05;Distributor;L04AB01;154909;ENBREL PRO PEDIATRICK… POUéITÕ;10MG INJ PSO LQF 4+4X1ML ISP+4J+4AD;PFJ;B;D;35;5,7143;R;Ano
2020.05;Distributor;L04AB02;209370;FLIXABI;100MG INF PLV CSL 1;SAM;NL;D;560;26,6667;R;Ano
2020.05;Distributor;L04AB02;194340;INFLECTRA;100MG INF PLV CSL 1;PFJ;B;D;2621;26,6667;R;Ano
2020.05;Distributor;L04AB02;27283;REMICADE;100MG INF PLV CSL 1;JAL;NL;D;2976;26,6667;R;Ano
2020.05;Distributor;L04AB02;194345;REMSIMA;100MG INF PLV CSL 1;CEA;H;D;4800;26,6667;R;Ano
2020.05;Distributor;L04AB02;210262;REMSIMA;100MG INF PLV CSL 5;CEA;H;D;612;133,3333;R;Ano
2020.05;Distributor;L04AB04;238197;HULIO;40MG INJ SOL 2X0,8ML;MYS;F;D;2401;27,5862;R;Ano
2020.05;Distributor;L04AB04;222669;HUMIRA;20MG INJ SOL 2X0,2ML I;BWL;D;D;37;13,7931;R;Ano
2020.05;OOV;L04AB04;222669;HUMIRA;20MG INJ SOL 2X0,2ML I;BWL;D;D;53;13,7931;R;Ano
2020.05;Distributor;L04AB04;209097;HUMIRA;40MG INJ SOL 2X0,4ML;BWL;D;D;2373;27,5862;R;Ano
2020.05;OOV;L04AB04;209097;HUMIRA;40MG INJ SOL 2X0,4ML;BWL;D;V;-9;27,5862;R;Ano
2020.05;Distributor;L04AB04;210935;HUMIRA;40MG INJ SOL 2X0,4ML I;BWL;D;D;3399;27,5862;R;Ano
2020.05;OOV;L04AB04;210935;HUMIRA;40MG INJ SOL 2X0,4ML I;BWL;D;D;51;27,5862;R;Ano
2020.05;Distributor;L04AB04;222377;HUMIRA;80MG INJ SOL 1X0,8ML;BWL;D;D;234;27,5862;R;Ano
2020.05;Distributor;L04AB04;222100;HUMIRA;80MG INJ SOL 1X0,8ML I;BWL;D;D;383;27,5862;R;Ano
2020.05;OOV;L04AB04;222100;HUMIRA;80MG INJ SOL 1X0,8ML I;BWL;D;D;7;27,5862;R;Ano
2020.05;Distributor;L04AB04;238431;IDACIO;40MG INJ SOL 2X0,8ML;FRE;D;D;250;27,5862;R;Ano
2020.05;Distributor;L04AB04;238432;IDACIO;40MG INJ SOL 2X0,8ML;FRE;D;D;1901;27,5862;R;Ano
2020.05;Distributor;L04AB04;222923;IMRALDI;40MG INJ SOL 2X(1X0,8ML);SAM;NL;D;800;27,5862;R;Ano
2020.05;Distributor;L04AB05;149645;CIMZIA;200MG INJ SOL 2X1ML I;UCB;B;D;1120;28,5714;R;Ano
2020.05;Distributor;L04AB06;238316;SIMPONI;45MG/0,45ML INJ SOL PEP 1X0,45ML;JAL;NL;D;5;27,1084;R;Ne
2020.05;Distributor;L04AB06;149566;SIMPONI;50MG INJ SOL ISP 1X0,5ML;JAL;NL;D;216;30,1205;R;Ano
2020.05;Distributor;L04AB06;149564;SIMPONI;50MG INJ SOL PEP 1X0,5ML;JAL;NL;D;960;30,1205;R;Ano
2020.05;Distributor;L04AC03;194695;KINERET;100MG/0,67ML INJ SOL 7X0,67ML;SXS;S;D;80;7;R;Ne
2020.05;Distributor;L04AC05;167600;STELARA;45MG INJ SOL ISP 1X0,5ML;JAI;B;D;320;83,3333;R;Ano
2020.05;Distributor;L04AC05;167601;STELARA;90MG INJ SOL ISP 1X1ML;JAI;B;D;360;166,6667;R;Ano
2020.05;Distributor;L04AC07;222841;ROACTEMRA;162MG INJ SOL PEP 4X0,9ML;RRH;D;D;222;32,4;R;Ano
2020.05;Distributor;L04AC12;222334;KYNTHEUM;210MG INJ SOL 2X1,5ML;LEF;DK;D;187;28;R;Ano
2020.05;Distributor;L04AC13;209310;TALTZ;80MG INJ SOL PEP 2X1ML;LIY;NL;D;1003;55,1724;R;Ano
2020.05;Distributor;L04AC14;222238;KEVZARA;150MG INJ SOL 2X1,14ML;SGX;F;D;275;20,979;R;Ano
2020.05;Distributor;L04AC14;222236;KEVZARA;200MG INJ SOL 2X1,14ML;SGX;F;D;144;27,972;R;Ano
2020.05;Distributor;L04AC14;222240;KEVZARA;200MG INJ SOL 2X1,14ML;SGX;F;D;858;27,972;R;Ano
2020.05;Distributor;L04AD01;15642;SANDIMMUN NEORAL;100MG CPS MOL 50;NAI;CZ;D;3504;20;R;Ano
2020.05;Distributor;L04AD02;210092;ENVARSUS;0,75MG TBL PRO 60;CHS;I;D;148;9;R;Ano
2020.05;Distributor;L04AD02;210095;ENVARSUS;1MG TBL PRO 60;CHS;I;D;100;12;R;Ano
2020.05;Distributor;L04AD02;149219;MODIGRAF;0,2MG POR GRA SUS 50;AOD;NL;D;588;2;R;Ano
2020.05;Distributor;L04AX01;199647;IMURAN;50MG TBL FLM 100;ASP;IRL;D;22468;33,3333;R;Ano
2020.05;Distributor;L04AX03;239918;INJEXATE;50MG/ML INJ SOL ISP 1X0,3ML I;AHP;PL;D;240;6;R;Ano
2020.05;Distributor;L04AX03;206678;INJEXATE;50MG/ML INJ SOL ISP 1X0,5ML I;AHP;PL;D;20;10;R;Ano
2020.05;Distributor;L04AX03;239922;INJEXATE;50MG/ML INJ SOL ISP 1X0,5ML I;AHP;PL;D;70;10;R;Ano
2020.05;Distributor;L04AX03;128236;METOJECT;50MG/ML INJ SOL ISP 1X0,15ML+J I;MCW;D;D;703;3;R;Ano
2020.05;Distributor;L04AX03;128246;METOJECT;50MG/ML INJ SOL ISP 1X0,30ML+J I;MCW;D;D;490;6;R;Ano
2020.05;Distributor;L04AX03;128251;METOJECT;50MG/ML INJ SOL ISP 1X0,40ML+J I;MCW;D;D;406;8;R;Ano
2020.05;Distributor;L04AX03;128256;METOJECT;50MG/ML INJ SOL ISP 1X0,50ML+J I;MCW;D;D;1243;10;R;Ano
2020.05;Distributor;L04AX03;189732;METOJECT PEN;10MG INJ SOL PEP 4X0,2ML;MCW;D;D;1781;16;R;Ano
2020.05;Distributor;L04AX03;189765;METOJECT PEN;17,5MG INJ SOL PEP 4X0,35ML;MCW;D;D;294;28;R;Ano
2020.05;Distributor;L04AX03;189776;METOJECT PEN;20MG INJ SOL PEP 4X0,4ML;MCW;D;D;1719;32;R;Ano
2020.05;Distributor;L04AX03;189776;METOJECT PEN;20MG INJ SOL PEP 4X0,4ML;MCW;D;V;-1;32;R;Ano
2020.05;Distributor;L04AX03;189721;METOJECT PEN;7,5MG INJ SOL PEP 4X0,15ML;MCW;D;D;938;12;R;Ano
